Date,Open,High,Low,Close,Volume
2018-01-02,149.11109884247472,150.98737024845838,148.739655060888,150.94927978515625,32573300
2018-01-03,151.0921654115829,152.5493693294501,151.06359392556988,152.41603088378906,29383600
2018-01-04,152.93983607980005,153.13983644318026,152.46362536135484,152.68267822265625,24776100
2018-01-05,153.4065301976658,154.32084665291066,153.12080085560254,154.21607971191406,26992300
2018-01-08,154.21608614293265,154.89231179625534,154.1589431786967,154.8161163330078,23159100
2018-01-09,155.12085558346337,155.28276546376665,154.35893015445876,154.8256072998047,24782400
2018-01-10,154.13989477180954,154.4923006152849,153.45415011717517,154.46371459960938,34004000
2018-01-11,154.73042264475828,155.53045331698877,154.49231723996581,155.5209197998047,20473500
2018-01-12,155.3875473651367,156.82571299649274,155.1875470072272,156.66380310058594,37762700
2018-01-16,157.70197721842425,158.5020079097921,155.74950994586152,156.21620178222656,41231800
2018-01-17,156.95908941503453,158.14008294942124,156.1971491953264,157.9019775390625,33849900
2018-01-18,157.65434684762334,158.29246757796307,157.28290300361067,157.93055725097656,26432200
2018-01-19,158.3972097689895,158.68293911189252,157.66384117985797,158.42578125,38937600
2018-01-22,158.36864172361447,160.12109375,158.18767931809018,160.12109375,26081400
2018-01-23,160.61634432152235,161.58781821874692,160.54014886558346,161.4449462890625,37989700
2018-01-24,161.78782021057566,162.14022601445672,159.47344316081418,160.3972930908203,54287400
2018-01-25,161.50211956883464,161.55926253317574,159.82584843990318,160.3401641845703,28925000
2018-01-26,161.2354231798224,162.8164462972838,160.92113688569407,162.79739379882812,32038200
2018-01-29,162.45452092277753,162.77834070243276,161.66400943752726,162.0068817138672,37277800
2018-01-30,160.5306960110622,161.35929831992982,159.83543217181466,160.67355346679688,44987700
2018-01-31,161.5783000748097,161.90213442655596,160.33063024731248,161.34019470214844,42449200
2018-02-01,160.10204263789183,161.6544796325938,159.45438853092148,159.9687042236328,38037900
2018-02-02,159.34012289861386,159.72108569276753,156.64476825821944,156.77810668945312,68478100
2018-02-05,155.31137595029693,157.8638585118801,150.48259212595508,150.5968780517578,105372200
2018-02-06,148.39677029369136,154.77799052137817,147.72055926410007,154.58750915527344,118537900
2018-02-07,154.09229205283987,155.7685634545013,152.57794512022159,152.5874786376953,91028300
2018-02-08,152.97789096307866,153.1493343388993,146.14903259277344,146.14903259277344,94184800
2018-02-09,148.21581614818166,149.75874872482822,142.9870318738942,148.67298889160156,113836600
2018-02-12,150.19687156278735,152.339819993707,149.01587817296087,151.3112030029297,63050600
2018-02-13,150.44449336316342,152.39694564098912,150.21590699136837,152.09217834472656,31785600
2018-02-14,151.1969016534045,155.17801624560636,150.482585582601,154.93991088867188,52107400
2018-02-15,156.3304480851095,157.81622314453125,154.71133461093962,157.81622314453125,51633900
2018-02-16,157.30194685774978,158.82581261973513,156.8447740496346,157.11146545410156,62256300
