Date,Open,High,Low,Close,Volume
2018-01-02,39.93399778801941,40.43622351118219,39.72277915354373,40.42683410644531,102223600
2018-01-03,40.49019456253724,40.96425916920155,40.356426001755686,40.4197883605957,118071600
2018-01-04,40.49253559819918,40.71079444172855,40.3845825374921,40.6075325012207,89738400
2018-01-05,40.7037620126935,41.15670228861273,40.61223501708758,41.06986999511719,94640000
2018-01-08,40.91732406616211,41.21302582557117,40.818753232017464,40.91732406616211,82271200
2018-01-09,40.964251510804274,41.083939525023105,40.69671085825055,40.912620544433594,86336000
2018-01-10,40.638044843522486,40.905585530392194,40.60049439388969,40.903236389160156,95839600
2018-01-11,40.9736411657776,41.18485975187986,40.950174821327025,41.13557434082031,74670800
2018-01-12,41.34678818518986,41.623718257592046,41.22240546196927,41.56035232543945,101672400
2018-01-16,41.750445557703614,42.100127375338886,41.33740139041563,41.34913635253906,118263600
2018-01-17,41.339743036563114,42.067267647244755,41.08628649993311,42.032066345214844,137547200
2018-01-18,42.0954375270394,42.266760115574634,41.83259153401056,42.06962203979492,124773600
2018-01-19,41.91707920938982,42.1447238981669,41.63545798460618,41.88187789916992,129700400
2018-01-22,41.60963653804508,41.72228429562512,41.44535781219759,41.53923034667969,108434400
2018-01-23,41.60963869012665,42.111864295697394,41.496990926720386,41.54861831665039,130756400
2018-01-24,41.59789761836071,41.60963257930642,40.64742307787513,40.886802673339844,204420400
2018-01-25,40.954867828442865,41.05812977560475,40.020822764492415,40.15694046020508,166116000
2018-01-26,40.36580561399968,40.36580561399968,39.91051630329917,40.25080871582031,156572000
2018-01-29,39.933992645169916,39.933992645169916,39.208816996514216,39.417686462402344,202561600
2018-01-30,38.84739024607921,39.27920959191692,38.652601354194225,39.18533706665039,184192800
2018-01-31,39.16188142765172,39.53033856476868,39.075049131061,39.293304443359375,129915600
2018-02-01,39.23227693364981,39.5725693452636,39.13605525875675,39.37543487548828,188923200
2018-02-02,38.95769431806428,39.145442958690175,37.573054807837266,37.666927337646484,346375200
2018-02-05,37.33837313664764,38.46016679577537,36.61084843408011,36.72584533691406,290954000
2018-02-06,36.33626920112963,38.422618146423986,36.141480273828954,38.260684967041016,272975200
2018-02-07,38.27474011868208,38.347491827916414,37.331309876281004,37.44160842895508,206434400
2018-02-08,37.617645907713495,37.784273783894626,36.38320446331554,36.4113655090332,217562000
2018-02-09,37.01225968224657,37.20548409077683,35.402825738060095,36.85673522949219,282690400
2018-02-12,37.34922082039222,38.61932982623296,37.115934171953185,38.34127426147461,243278000
2018-02-13,38.16218855968927,38.82198631481388,38.09149530099583,38.725372314453125,130196800
2018-02-14,38.419036001031955,39.47942405993743,38.381336047155465,39.43936538696289,162579600
2018-02-15,40.009615319931726,40.7872338950908,39.82345990009944,40.763671875,204588800
2018-02-16,40.615213184598545,41.19489348609223,40.47618541158448,40.63170623779297,160704400
2018-02-20,40.542164710786906,41.06293097636061,40.39370925438159,40.49503707885742,135722000
2018-02-21,40.725969389511896,41.02994570454472,40.29709962274955,40.311241149902344,149886400
2018-02-22,40.48325628570477,40.98988464646129,40.4620493896228,40.6482048034668,123967600
2018-02-23,40.92390438589629,41.39047406800954,40.89326980623365,41.35512924194336,135249600
2018-02-26,41.55542928860672,42.27177871683173,41.522439583272835,42.17280960083008,152648800
2018-02-27,42.20344770149947,42.52863093958615,41.981943834814835,42.03614044189453,155712400
2018-02-28,42.24114660695772,42.56161958993118,41.956022050373114,41.97251510620117,151128400
2018-03-01,42.07148654441449,42.36368367885173,40.68591516740687,41.2373161315918,195208000
2018-03-02,40.71889500639775,41.54364112911457,40.63641895588297,41.52243423461914,153816000
2018-03-05,41.286792482040795,41.88296582019511,41.12419909970639,41.666175842285156,113605600
2018-03-06,41.923018248136664,42.003135568041614,41.50357628439049,41.630821228027344,95154000
2018-03-07,41.22317786616008,41.43761277126165,41.06529828857356,41.244384765625,126814000
2018-03-08,41.35042320290987,41.73687562179282,41.2538127948956,41.694461822509766,95096400
2018-03-09,41.934818505844,42.4155262209469,41.800500946918824,42.41081237792969,128740800
2018-03-12,42.48384649188425,42.978695569792784,42.46499831736493,42.82081604003906,128828400
2018-03-13,43.02583525840665,43.240270158651725,42.23643738835223,42.40845489501953,126774000
2018-03-14,42.490924073672474,42.53805170675562,41.899460952314094,42.047916412353516,117473600
2018-03-15,42.062052026621785,42.47206996264461,41.96072780085272,42.09739685058594,90975200
2018-03-16,42.097395944860104,42.208147851708596,41.8546852372409,41.948944091796875,157618800
2018-03-19,41.783999848007596,41.81934467481242,40.921550117889645,41.30800247192383,133787200
2018-03-20,41.293861389160156,41.66146194230275,41.22316814533864,41.293861389160156,78597600
2018-03-21,41.24673482523115,41.25851763313457,40.3560092009763,40.358367919921875,148219600
2018-03-22,40.05911074835027,40.69062912131432,39.729213627489784,39.788124084472656,165963200
2018-03-23,39.679708191652225,40.04023972746869,38.86674499511719,38.86674499511719,164115200
2018-03-26,39.604321946723815,40.78959999971165,39.22022463405394,40.71183776855469,150164800
2018-03-27,40.926252726250496,41.2726463467218,39.33331597313068,39.66792678833008,163690400
2018-03-28,39.41108613081626,40.06381484211484,38.9256646587026,39.22964096069336,166674000
2018-03-29,39.54304537545768,40.47147453692967,39.32861049895362,39.53597640991211,153594000
2018-04-02,39.26733982838251,39.80931655528173,38.755997678604295,39.276763916015625,150347200
2018-04-03,39.50299048550851,39.76455302254783,38.852620423825435,39.67972183227539,121112000
2018-04-04,38.852616090550384,40.53273946141442,38.82669535209121,40.43848419189453,138422000
2018-04-05,40.66705348605198,41.05586093377513,40.54923261151675,40.718894958496094,107732800
2018-04-06,40.28767957433702,40.64349740445966,39.634950769566224,39.6773681640625,140021200
2018-04-09,40.03082984504988,40.787238004037974,40.02376087874969,40.07088851928711,116070800
2018-04-10,40.76602547165292,41.001667237385014,40.41963178837809,40.82493591308594,113634400
2018-04-11,40.584581181460756,40.98281634944289,40.459691330575104,40.63406753540039,89726400
2018-04-12,40.8626466416004,41.23731625202991,40.77545672793938,41.034664154052734,91557200
